,age_upon_outcome,animal_id,animal_type,breed,color,date_of_birth,datetime,monthyear,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long,age_upon_outcome_in_weeks,name,breed_id,Chip_ID
7832.0,2 years,A685923,Dog,Pit Bull Mix,Brown/White,2012-08-14,10/4/2014 12:36,2014-10-04T12:36:00,,Return to Owner,Spayed Female,30.49916362,-97.55465148,111.6464286,Rooney,,
7833.0,2 years,A702371,Cat,Domestic Medium Hair Mix,Orange Tabby/White,2013-05-12,5/13/2015 9:00,2015-05-13T09:00:00,SCRP,Transfer,Intact Female,30.51542625,-97.41325653,104.4821429,,,
7834.0,2 years,A729424,Dog,Pit Bull Mix,White/Brown,2013-12-18,7/24/2016 0:00,2016-07-24T00:00:00,,Adoption,Neutered Male,30.26988178,-97.34382287,135.5714286,Capitan,,
7835.0,2 years,A751478,Cat,Domestic Shorthair Mix,Brown Tabby,2015-06-08,7/22/2017 17:56,2017-07-22T17:56:00,,Rto-Adopt,Spayed Female,30.34018726,-97.33760994,110.8210317,Chanel,,
7836.0,9 months,A674531,Dog,Pit Bull Mix,Black/White,2013-08-18,6/7/2014 13:58,2014-06-07T13:58:00,Offsite,Adoption,Neutered Male,30.495672,-97.7385794,41.94027778,Wyatt,,
7837.0,10 years,A757270,Cat,Domestic Shorthair Mix,Black,2007-09-01,9/1/2017 21:52,2017-09-01T21:52:00,In Kennel,Died,Spayed Female,30.29692104,-97.69222002,521.9873016,,,
7838.0,2 years,A694223,Cat,Domestic Shorthair Mix,Brown Tabby/White,2012-12-22,12/24/2014 9:03,2014-12-24T09:03:00,Suffering,Euthanasia,Spayed Female,30.59669502,-97.64495224,104.6252976,,,
7839.0,5 months,A679602,Other,Lionhead Mix,Seal Point/Gray,2013-12-23,5/26/2014 19:00,2014-05-26T19:00:00,,Adoption,Neutered Male,30.45838573,-97.47768978,22.11309524,Abe Lincoln,,
7840.0,1 year,A654132,Dog,Doberman Pinsch,Black/Red,2012-07-16,4/18/2014 11:11,2014-04-18T11:11:00,Partner,Transfer,Intact Male,30.76075617,-97.3695237,91.63799603,Zorro,,
7841.0,4 months,A735029,Dog,Black/Tan Hound Mix,Tricolor,2016-05-21,9/21/2016 18:01,2016-09-21T18:01:00,,Adoption,Neutered Male,30.32360255,-97.50343015,17.67867063,,,
7842.0,4 months,A741505,Cat,Domestic Shorthair Mix,Blue/White,2016-09-03,1/8/2017 17:05,2017-01-08T17:05:00,,Adoption,Spayed Female,30.68192957,-97.32564558,18.24454365,Molly,,
7843.0,9 years,A746336,Dog,Rottweiler,Black/Tan,2008-04-01,4/1/2017 15:04,2017-04-01T15:04:00,,Return to Owner,Intact Male,30.34565904,-97.33240019,469.6611111,Simba,,
7844.0,3 months,A705277,Cat,Domestic Shorthair Mix,Blue,2015-05-15,9/1/2015 9:48,2015-09-01T09:48:00,Foster,Adoption,Spayed Female,30.29029032,-97.57921537,15.6297619,,,
7845.0,2 months,A697842,Cat,Domestic Shorthair Mix,Calico,2015-03-01,5/5/2015 11:48,2015-05-05T11:48:00,Foster,Adoption,Spayed Female,30.67882748,-97.54828617,9.355952381,,,
7846.0,2 months,A721277,Dog,Labrador Retriever Mix,Black/White,2015-12-15,2/28/2016 19:00,2016-02-28T19:00:00,,Adoption,Spayed Female,30.62715088,-97.29484074,10.82738095,Shala,,
7847.0,1 year,A674860,Cat,Domestic Shorthair Mix,Black/White,2013-03-19,3/19/2014 15:41,2014-03-19T15:41:00,SCRP,Transfer,Unknown,30.32679108,-97.40847353,52.23621032,,,
7848.0,2 months,A713342,Cat,Domestic Medium Hair Mix,Blue Smoke,2015-09-07,11/22/2015 13:41,2015-11-22T13:41:00,,Adoption,Neutered Male,30.2776379,-97.59573744,10.93859127,,,
7849.0,2 years,A704470,Dog,Pit Bull Mix,Fawn/White,2013-06-05,6/13/2015 12:23,2015-06-13T12:23:00,,Return to Owner,Neutered Male,30.75640474,-97.29910494,105.5022817,Max,,
7850.0,1 year,A698375,Dog,Golden Retriever Mix,Gold,2013-09-11,3/11/2015 15:30,2015-03-11T15:30:00,,Return to Owner,Spayed Female,30.66032009,-97.37878616,78.0922619,Molly,,
7851.0,10 months,A706074,Cat,Domestic Shorthair Mix,Black,2014-08-24,6/25/2015 9:00,2015-06-25T09:00:00,SCRP,Transfer,Unknown,30.56924119,-97.60468578,43.625,,,
7852.0,7 years,A694166,Dog,Rottweiler Mix,Black/Tan,2008-03-21,3/21/2015 14:24,2015-03-21T14:24:00,,Adoption,Neutered Male,30.42362979,-97.59517181,365.2285714,Ragnar,,
7853.0,1 year,A749294,Cat,Siamese Mix,Lynx Point,2016-05-13,5/26/2017 9:55,2017-05-26T09:55:00,Partner,Transfer,Spayed Female,30.62921399,-97.45058676,54.05902778,*Coconut,,
7854.0,1 year,A715366,Dog,Labrador Retriever Mix,Chocolate/White,2014-11-04,12/30/2015 18:11,2015-12-30T18:11:00,,Return to Owner,Spayed Female,30.34445329,-97.3802554,60.25109127,Sadie,,
7855.0,1 year,A741712,Dog,Labrador Retriever Mix,Black/White,2016-01-07,1/14/2017 13:56,2017-01-14T13:56:00,,Adoption,Spayed Female,30.62929169,-97.28623666,53.36865079,*Zippy,,
7856.0,5 months,A661130,Cat,Domestic Shorthair Mix,Black,2013-07-15,12/17/2013 12:13,2013-12-17T12:13:00,Partner,Transfer,Spayed Female,30.42285334,-97.46304581,22.2155754,*Jayna,,
7857.0,3 years,A702491,Dog,German Shepherd Mix,Black,2012-05-14,5/27/2015 12:20,2015-05-27T12:20:00,Partner,Transfer,Spayed Female,30.34659456,-97.54942847,158.359127,*Nina,,
7858.0,7 years,A530461,Dog,St. Bernard Rough Coat Mix,Brown/Tricolor,2008-08-08,8/7/2015 15:47,2015-08-07T15:47:00,,Return to Owner,Spayed Female,30.75529111,-97.41120764,365.0939484,Percy,,
7859.0,2 years,A747753,Dog,Great Pyrenees Mix,White,2014-08-01,6/29/2017 18:02,2017-06-29T18:02:00,,Return to Owner,Intact Female,30.50744666,-97.37224508,151.9644841,Chloe,,
7860.0,10 years,A674107,Dog,Labrador Retriever Mix,Red/Black,2004-03-07,3/14/2014 12:43,2014-03-14T12:43:00,Partner,Transfer,Spayed Female,30.36808589,-97.47780504,522.7899802,*Fiona,,
7861.0,3 months,A735870,Dog,Labrador Retriever Mix,Tan,2016-06-30,10/8/2016 13:55,2016-10-08T13:55:00,Partner,Transfer,Spayed Female,30.59742486,-97.35067918,14.36855159,*Pupperita,,
7862.0,1 year,A719551,Dog,Treeing Walker Coonhound Mix,Tricolor,2015-01-22,1/28/2016 12:19,2016-01-28T12:19:00,Partner,Transfer,Intact Female,30.4573301,-97.69266876,53.07331349,Sally,,
7863.0,7 years,A665552,Cat,Domestic Shorthair Mix,Black/White,2006-10-19,10/19/2013 15:30,2013-10-19T15:30:00,Partner,Transfer,Intact Male,30.35282054,-97.67781757,365.3779762,Atticus,,
7864.0,2 months,A689343,Dog,Border Collie Mix,Black/White,2014-07-26,10/8/2014 17:00,2014-10-08T17:00:00,,Adoption,Spayed Female,30.47832663,-97.31096277,10.67261905,Cookie,,
7865.0,2 years,A705443,Dog,German Shepherd/Labrador Retriever,Buff,2013-06-17,6/25/2015 17:02,2015-06-25T17:02:00,,Adoption,Spayed Female,30.63245747,-97.69459422,105.5299603,*Jasmine,,
7866.0,2 years,A762986,Cat,Domestic Shorthair Mix,Tortie,2015-11-30,12/12/2017 17:57,2017-12-12T17:57:00,,Adoption,Spayed Female,30.30043886,-97.71168422,106.2497024,*Venus,,
7867.0,2 years,A756082,Dog,Pit Bull Mix,White/Blue,2015-08-14,12/9/2017 16:21,2017-12-09T16:21:00,,Adoption,Neutered Male,30.64587571,-97.55197903,121.2401786,*Jiggy,,
7868.0,6 years,A755620,Dog,Labrador Retriever/Pit Bull,Black/White,2011-08-06,11/21/2017 13:59,2017-11-21T13:59:00,Partner,Transfer,Spayed Female,30.34405839,-97.32001096,328.5118056,Jas,,
7869.0,3 years,A688807,Dog,Beagle Mix,Tan/White,2011-09-28,9/28/2014 18:04,2014-09-28T18:04:00,,Adoption,Neutered Male,30.63440945,-97.66281677,156.6789683,,,
7870.0,2 months,A705927,Cat,Domestic Medium Hair Mix,Tortie,2015-04-26,6/30/2015 17:41,2015-06-30T17:41:00,,Adoption,Spayed Female,30.30885365,-97.52356969,9.390972222,Little Eddie,,
7871.0,8 months,A708487,Cat,Domestic Shorthair Mix,Orange Tabby,2015-05-04,1/4/2016 0:00,2016-01-04T00:00:00,Partner,Transfer,Neutered Male,30.53309887,-97.69532277,35,*Kit Kat,,
7872.0,3 years,A711756,Cat,Domestic Shorthair Mix,Brown Tabby,2012-09-11,9/11/2015 18:20,2015-09-11T18:20:00,Suffering,Euthanasia,Intact Male,30.6035208,-97.32302589,156.5376984,,,
7873.0,1 year,A704274,Dog,American Pit Bull Terrier Mix,Brown Brindle,2013-12-03,9/9/2015 12:57,2015-09-09T12:57:00,Partner,Transfer,Neutered Male,30.45975046,-97.39751636,92.21994048,Hank,,
7874.0,2 days,A727411,Cat,Domestic Shorthair Mix,Blue Tabby,2016-05-20,5/22/2016 12:56,2016-05-22T12:56:00,Partner,Transfer,Unknown,30.37726514,-97.68089141,0.362698413,,,
7875.0,2 years,A700840,Dog,Pit Bull Mix,Yellow Brindle,2013-04-20,9/11/2015 16:13,2015-09-11T16:13:00,Partner,Transfer,Neutered Male,30.71509387,-97.67633135,124.9536706,*Amarillo,,
7876.0,2 months,A688756,Cat,Domestic Shorthair Mix,White/Blue Tabby,2014-07-08,9/27/2014 17:08,2014-09-27T17:08:00,,Adoption,Neutered Male,30.40544751,-97.33011173,11.6734127,,,
7877.0,1 month,A709301,Cat,Domestic Shorthair Mix,Black,2015-06-30,8/11/2015 0:00,2015-08-11T00:00:00,Partner,Transfer,Intact Female,30.52083375,-97.24606683,6,*Sansa,,
7878.0,1 year,A743178,Dog,Labrador Retriever Mix,Black/White,2016-02-05,2/12/2017 17:36,2017-02-12T17:36:00,,Adoption,Neutered Male,30.54501857,-97.32799206,53.39047619,Sam,,
7879.0,4 months,A728567,Dog,Pit Bull Mix,Brown Brindle/White,2016-01-06,6/6/2016 11:59,2016-06-06T11:59:00,Partner,Transfer,Intact Male,30.62930835,-97.50109214,21.78561508,,,
7880.0,6 months,A718438,Cat,Domestic Shorthair Mix,White/Blue,2015-06-30,1/8/2016 19:06,2016-01-08T19:06:00,SCRP,Transfer,Spayed Female,30.53128758,-97.72801526,27.5422619,,,
7881.0,2 years,A705512,Dog,Pit Bull Mix,Black/White,2013-06-18,7/29/2015 14:41,2015-07-29T14:41:00,,Adoption,Spayed Female,30.69457949,-97.46301544,110.2302579,*Allie,,
7882.0,4 years,A655701,Dog,Bull Terrier Miniature Mix,White/Brown,2009-06-04,12/12/2013 11:16,2013-12-12T11:16:00,Partner,Transfer,Spayed Female,30.50236307,-97.34171351,236.0670635,*Lissa,,
7883.0,10 months,A684402,Dog,German Shepherd Mix,Tricolor,2013-09-23,8/11/2014 12:01,2014-08-11T12:01:00,,Adoption,Neutered Male,30.48060443,-97.53947296,46.07152778,Alfonso,,
7884.0,10 months,A724102,Dog,English Bulldog,White,2015-06-14,4/22/2016 16:09,2016-04-22T16:09:00,,Return to Owner,Intact Female,30.76672524,-97.7080669,44.81041667,Georgia,,
7885.0,2 months,A727182,Dog,Labrador Retriever Mix,Brown Brindle/White,2016-04-13,6/19/2016 8:42,2016-06-19T08:42:00,Foster,Adoption,Neutered Male,30.6128974,-97.2759804,9.623214286,Ryder,,
7886.0,1 year,A762874,Dog,Australian Cattle Dog,White/Brown,2016-05-29,12/12/2017 11:28,2017-12-12T11:28:00,Partner,Transfer,Neutered Male,30.63631652,-97.65185721,80.35396825,*Marcus,,
7887.0,1 year,A687936,Cat,Domestic Shorthair Mix,Calico,2013-09-12,9/19/2014 14:23,2014-09-19T14:23:00,Partner,Transfer,Intact Female,30.69812296,-97.45057453,53.22847222,Isis,,
7888.0,4 weeks,A732893,Cat,Domestic Shorthair Mix,Orange Tabby,2016-07-14,8/15/2016 16:27,2016-08-15T16:27:00,Partner,Transfer,Intact Male,30.74262984,-97.3501571,4.669345238,,,
7889.0,3 months,A753223,Cat,Domestic Medium Hair Mix,Brown Tabby/White,2017-04-03,7/10/2017 15:24,2017-07-10T15:24:00,,Adoption,Spayed Female,30.58498051,-97.47793523,14.09166667,,,
7890.0,4 years,A717593,Dog,Jack Russell Terrier Mix,White,2011-12-11,12/12/2015 17:20,2015-12-12T17:20:00,,Return to Owner,Spayed Female,30.56797353,-97.46575731,208.9603175,Lova,,
7891.0,2 months,A677651,Cat,Domestic Shorthair Mix,Orange Tabby,2014-04-05,6/7/2014 14:48,2014-06-07T14:48:00,Foster,Adoption,Neutered Male,30.60921249,-97.35993337,9.088095238,*Drew,,
7892.0,6 years,A730783,Dog,Shih Tzu,White/Black,2010-07-10,7/11/2016 12:05,2016-07-11T12:05:00,Partner,Transfer,Spayed Female,30.37746437,-97.33794502,313.3576389,Jewel,,
7893.0,1 week,A717174,Dog,Labrador Retriever Mix,White,2015-11-26,12/3/2015 16:12,2015-12-03T16:12:00,Partner,Transfer,Unknown,30.34003954,-97.54376327,1.096428571,,,
7894.0,8 years,A747259,Cat,Domestic Shorthair Mix,Cream Tabby/White,2009-04-17,4/20/2017 11:14,2017-04-20T11:14:00,Partner,Transfer,Neutered Male,30.36323802,-97.57360587,417.9240079,,,
7895.0,8 months,A719061,Dog,Akita,Sable/White,2015-05-12,1/24/2016 15:38,2016-01-24T15:38:00,,Adoption,Neutered Male,30.31489863,-97.45535347,36.80734127,Max,,
7896.0,2 months,A731179,Cat,Domestic Shorthair Mix,Torbie,2016-05-19,7/27/2016 17:47,2016-07-27T17:47:00,,Adoption,Spayed Female,30.34799131,-97.31406345,9.962996032,*Roma,,
7897.0,2 days,A725633,Cat,Domestic Shorthair Mix,Brown Tabby,2016-04-29,5/1/2016 16:42,2016-05-01T16:42:00,Partner,Transfer,Intact Male,30.27934122,-97.55060225,0.385119048,,,
7898.0,1 month,A756087,Cat,American Shorthair Mix,Orange Tabby/White,2017-07-30,9/29/2017 14:16,2017-09-29T14:16:00,,Adoption,Neutered Male,30.47058201,-97.29805834,8.799206349,,,
7899.0,2 years,A669373,Other,Bat Mix,Brown,2011-12-19,12/19/2013 14:42,2013-12-19T14:42:00,Rabies Risk,Euthanasia,Unknown,30.74134349,-97.62861416,104.5160714,,,
7900.0,2 years,A641215,Dog,Pit Bull Mix,Black,2010-11-04,10/15/2013 17:34,2013-10-15T17:34:00,,Return to Owner,Spayed Female,30.73924068,-97.43039223,153.8188492,Tootsie,,
7901.0,1 month,A702161,Cat,Domestic Shorthair Mix,Black/White,2015-04-10,5/29/2015 17:56,2015-05-29T17:56:00,In Foster,Died,Intact Male,30.2913287,-97.27644558,7.106746032,*Hawk,,
7902.0,6 years,A691403,Dog,Boston Terrier,Brown Brindle/White,2008-11-03,11/7/2014 16:32,2014-11-07T16:32:00,Partner,Transfer,Intact Male,30.40149107,-97.48743622,313.6698413,Zeus,,
7903.0,2 years,A715282,Dog,Picardy Sheepdog Mix,Sable,2013-05-03,11/13/2015 12:10,2015-11-13T12:10:00,,Return to Owner,Neutered Male,30.55781571,-97.68335351,132.0724206,Jojo,,
7904.0,1 month,A764895,Dog,Golden Retriever/Labrador Retriever,Brown/White,2017-12-04,2/1/2018 18:40,2018-02-01T18:40:00,Foster,Adoption,Neutered Male,30.35344372,-97.59673595,8.53968254,,,
7905.0,5 years,A621877,Dog,Chihuahua Shorthair Mix,Brown,2009-03-13,6/8/2014 14:00,2014-06-08T14:00:00,,Adoption,Neutered Male,30.66186635,-97.46852031,273.3690476,Anakin,,
7906.0,2 months,A726384,Cat,Domestic Longhair Mix,Blue/White,2016-04-10,6/25/2016 18:28,2016-06-25T18:28:00,,Adoption,Spayed Female,30.65758671,-97.69767118,10.96706349,*Blue,,
7907.0,2 years,A696952,Dog,Black/Tan Hound Mix,Black/Brown,2013-02-15,2/21/2015 11:50,2015-02-21T11:50:00,,Return to Owner,Spayed Female,30.73265449,-97.39472878,105.2132937,Fern,,
7908.0,2 months,A727897,Dog,Pit Bull Mix,Black/White,2016-04-21,6/22/2016 7:57,2016-06-22T07:57:00,Foster,Adoption,Spayed Female,30.29739212,-97.26992805,8.904464286,,,
7909.0,11 years,A583569,Dog,Miniature Poodle Mix,White,2005-09-05,8/1/2017 13:01,2017-08-01T13:01:00,,Return to Owner,Intact Male,30.30219244,-97.31653887,621.2203373,Snoopy,,
7910.0,3 years,A740282,Dog,Pit Bull Mix,Black Brindle/White,2013-12-16,12/16/2016 18:04,2016-12-16T18:04:00,,Return to Owner,Intact Male,30.30875424,-97.40978574,156.6789683,Rocky,,
7911.0,15 years,A678260,Cat,Domestic Shorthair Mix,Blue Tabby,1999-05-06,5/14/2014 15:30,2014-05-14T15:30:00,Partner,Transfer,Intact Female,30.69601716,-97.56067074,783.9494048,,,
7912.0,3 years,A697669,Cat,Domestic Shorthair Mix,Orange Tabby/White,2012-02-26,5/27/2015 17:21,2015-05-27T17:21:00,,Adoption,Neutered Male,30.65405444,-97.30239591,169.5318452,*Buster,,
7913.0,3 years,A684607,Cat,Domestic Shorthair Mix,Blue/White,2011-07-26,7/27/2014 17:18,2014-07-27T17:18:00,,Return to Owner,Spayed Female,30.75950758,-97.4736485,156.8172619,Alice,,
7914.0,1 year,A719106,Dog,Chihuahua Shorthair Mix,Tricolor,2015-01-13,1/17/2016 18:05,2016-01-17T18:05:00,,Adoption,Neutered Male,30.40351311,-97.24557011,52.8219246,*Harvey,,
7915.0,1 year,A717097,Dog,Pit Bull Mix,Black/White,2014-12-02,4/25/2016 17:22,2016-04-25T17:22:00,,Return to Owner,Neutered Male,30.48027493,-97.58088201,72.96051587,Ranger,,
7916.0,2 months,A742460,Dog,Pit Bull Mix,Brown/Black,2016-12-22,3/8/2017 12:15,2017-03-08T12:15:00,,Adoption,Spayed Female,30.31773255,-97.573008,10.93005952,*Prima,,
7917.0,2 months,A731042,Cat,Domestic Shorthair Mix,Blue Tabby,2016-05-15,7/24/2016 8:57,2016-07-24T08:57:00,,Adoption,Spayed Female,30.44898089,-97.52211411,10.05327381,Kitty,,
7918.0,7 months,A676453,Cat,Domestic Shorthair Mix,Black/White,2013-09-10,4/11/2014 12:55,2014-04-11T12:55:00,SCRP,Transfer,Unknown,30.31826148,-97.31113223,30.50545635,,,
7919.0,9 months,A694356,Dog,Miniature Schnauzer/Border Collie,Black/White,2014-03-26,1/1/2015 17:24,2015-01-01T17:24:00,,Adoption,Neutered Male,30.55049963,-97.41390201,40.24642857,Aladar,,
7920.0,1 year,A666517,Cat,Domestic Shorthair Mix,Black,2012-11-02,11/5/2013 16:17,2013-11-05T16:17:00,SCRP,Transfer,Intact Female,30.40927194,-97.44640577,52.66835317,,,
7921.0,2 months,A751170,Cat,Domestic Longhair Mix,Calico,2017-05-11,7/27/2017 10:17,2017-07-27T10:17:00,Foster,Adoption,Spayed Female,30.57057318,-97.30159079,11.06121032,*Rainbow,,
7922.0,2 months,A706027,Dog,Chihuahua Shorthair Mix,Tan/White,2015-04-23,6/27/2015 17:45,2015-06-27T17:45:00,,Adoption,Neutered Male,30.73867046,-97.73645799,9.391369048,Bando,,
7923.0,1 year,A672163,Dog,Pembroke Welsh Corgi Mix,Tan/White,2013-01-21,2/9/2014 17:10,2014-02-09T17:10:00,,Return to Owner,Neutered Male,30.330698,-97.3936064,54.9593254,Tito,,
7924.0,1 year,A666779,Dog,Chihuahua Shorthair Mix,Tan,2012-11-07,11/29/2013 12:28,2013-11-29T12:28:00,Partner,Transfer,Neutered Male,30.2717672,-97.73219519,55.35992063,*Dobby,,
7925.0,1 year,A681685,Dog,Miniature Schnauzer/Miniature Poodle,Black/Gray,2013-06-19,6/24/2014 12:41,2014-06-24T12:41:00,,Adoption,Spayed Female,30.38753158,-97.72638839,52.93263889,,,
7926.0,3 years,A678394,Dog,Chihuahua Shorthair Mix,Tan,2011-05-08,6/14/2014 18:00,2014-06-14T18:00:00,,Adoption,Neutered Male,30.65786105,-97.37848165,161.9642857,*Ryder,,
7927.0,5 months,A703783,Dog,Blue Lacy/Pointer,Fawn/White,2014-12-28,6/23/2015 12:05,2015-06-23T12:05:00,,Adoption,Neutered Male,30.55108899,-97.3115989,25.35763889,Brownie,,
7928.0,10 years,A748107,Dog,Chihuahua Shorthair Mix,White/Black,2007-04-29,5/7/2017 12:24,2017-05-07T12:24:00,Offsite,Adoption,Spayed Female,30.57304547,-97.47359686,523.0738095,Diane,,
7929.0,8 years,A742077,Dog,Shih Tzu/Cocker Spaniel,Red/White,2009-01-21,2/3/2017 16:23,2017-02-03T16:23:00,Partner,Transfer,Neutered Male,30.65065037,-97.73834579,419.3832341,*Oliver,,
7930.0,3 months,A729377,Cat,Domestic Shorthair Mix,Gray Tabby,2016-03-17,6/24/2016 18:25,2016-06-24T18:25:00,,Adoption,Neutered Male,30.65555563,-97.28380759,14.25248016,,,
7931.0,5 months,A743457,Cat,Domestic Shorthair Mix,Black/White,2016-09-10,2/21/2017 16:48,2017-02-21T16:48:00,,Adoption,Spayed Female,30.28982177,-97.32178717,23.52857143,*Radish,,
7932.0,1 year,A729492,Dog,German Shepherd Mix,Black/Tan,2015-06-19,6/30/2016 17:19,2016-06-30T17:19:00,,Adoption,Neutered Male,30.28064977,-97.40501338,53.96021825,*Sampson,,
7933.0,1 year,A692475,Cat,Domestic Shorthair Mix,Black/White,2013-11-21,1/12/2015 9:00,2015-01-12T09:00:00,SCRP,Transfer,Spayed Female,30.40932867,-97.28624277,59.625,,,
7934.0,4 years,A666497,Other,Raccoon Mix,Gray/Black,2009-11-02,11/2/2013 11:53,2013-11-02T11:53:00,Rabies Risk,Euthanasia,Unknown,30.70698137,-97.27474129,208.7850198,,,
7935.0,1 weeks,A688759,Cat,Domestic Shorthair Mix,Black/White,2014-09-13,9/23/2014 13:21,2014-09-23T13:21:00,Partner,Transfer,Intact Male,30.57104492,-97.50371348,1.508035714,,,
7936.0,3 years,A764228,Dog,Yorkshire Terrier Mix,White,2014-12-26,12/26/2017 17:09,2017-12-26T17:09:00,,Return to Owner,Intact Female,30.71615711,-97.52878131,156.6735119,Flaca,,
7937.0,6 months,A754253,Dog,German Shepherd Mix,Tan/White,2017-01-18,7/27/2017 18:10,2017-07-27T18:10:00,,Adoption,Neutered Male,30.57629197,-97.6580699,27.25099206,Apollo,,
7938.0,6 months,A708476,Dog,Labrador Retriever Mix,Black,2015-01-28,7/30/2015 18:39,2015-07-30T18:39:00,,Return to Owner,Neutered Male,30.61985902,-97.71348568,26.25386905,Gunner,,
7939.0,6 months,A753777,Cat,American Shorthair Mix,Black,2017-02-11,8/19/2017 10:34,2017-08-19T10:34:00,,Adoption,Neutered Male,30.27666353,-97.52808462,27.06289683,*Kissyface,,
7940.0,2 months,A743480,Dog,Labrador Retriever Mix,Black/White,2016-11-29,2/12/2017 17:42,2017-02-12T17:42:00,,Adoption,Neutered Male,30.50620058,-97.66379916,10.81964286,,,
7941.0,3 years,A711739,Dog,Pit Bull Mix,Blue/White,2012-09-11,11/1/2015 17:10,2015-11-01T17:10:00,,Adoption,Spayed Female,30.44629245,-97.60561885,163.8164683,Lola,,
7942.0,2 months,A764060,Cat,Domestic Shorthair Mix,Orange Tabby,2017-10-08,12/31/2017 17:06,2017-12-31T17:06:00,,Adoption,Intact Male,30.66381133,-97.41199858,12.10178571,,,
7943.0,18 years,A712054,Dog,Basset Hound Mix,Tricolor,1997-09-16,9/16/2015 16:09,2015-09-16T16:09:00,,Return to Owner,Neutered Male,30.55608586,-97.26180664,939.2389881,Hoover,,
7944.0,2 days,A705161,Dog,American Staffordshire Terrier,White/Black,2015-06-13,6/15/2015 15:47,2015-06-15T15:47:00,In Kennel,Died,Unknown,30.61968745,-97.55072932,0.379662698,,,
7945.0,6 years,A584001,Dog,Rottweiler/Labrador Retriever,Black/Tan,2010-11-19,4/4/2017 13:43,2017-04-04T13:43:00,,Return to Owner,Neutered Male,30.30300907,-97.32935054,332.6530754,Naruto,,
7946.0,10 months,A710942,Cat,Domestic Shorthair Mix,Brown Tabby/White,2015-03-02,1/13/2016 13:15,2016-01-13T13:15:00,SCRP,Transfer,Intact Male,30.32253877,-97.47389795,45.36458333,,,
7947.0,10 years,A465573,Dog,Labrador Retriever/Chow Chow,Black/Brown,2003-03-22,2/3/2014 18:03,2014-02-03T18:03:00,,Return to Owner,Neutered Male,30.35739522,-97.37831505,567.3931548,Boly,,
7948.0,4 weeks,A703907,Cat,Domestic Shorthair Mix,Black,2015-05-07,6/8/2015 16:25,2015-06-08T16:25:00,Partner,Transfer,Intact Male,30.66779654,-97.25192822,4.669146825,*Fawn,,
7949.0,1 year,A715327,Dog,Chihuahua Shorthair Mix,Tan,2014-11-03,11/6/2015 9:20,2015-11-06T09:20:00,Suffering,Euthanasia,Intact Female,30.30986596,-97.47224335,52.62698413,,,
7950.0,3 years,A742238,Dog,Rat Terrier Mix,Brown/White,2014-01-18,1/27/2017 12:58,2017-01-27T12:58:00,,Adoption,Neutered Male,30.38974003,-97.58085162,157.9343254,Louie,,
7951.0,2 months,A709089,Cat,Domestic Shorthair,Blue Tabby/White,2015-05-20,8/15/2015 17:38,2015-08-15T17:38:00,,Adoption,Intact Female,30.46413945,-97.45960913,12.53353175,Akiko (Snow),,
7952.0,2 months,A715248,Dog,Chihuahua Shorthair Mix,Brown,2015-09-02,11/4/2015 16:05,2015-11-04T16:05:00,At Vet,Died,Intact Male,30.56159036,-97.60535722,9.095734127,,,
7953.0,2 years,A754284,Dog,Labrador Retriever/Akita,Chocolate,2015-01-18,7/28/2017 11:16,2017-07-28T11:16:00,,Return to Owner,Neutered Male,30.41485037,-97.50601796,131.7813492,Duke,,
7954.0,2 years,A677404,Dog,Pembroke Welsh Corgi/Australian Cattle Dog,Tan/White,2011-10-24,5/5/2014 15:16,2014-05-05T15:16:00,Partner,Transfer,Spayed Female,30.68977274,-97.4832538,132.090873,*Annie,,
7955.0,3 years,A730752,Dog,Labrador Retriever Mix,Tan/White,2013-07-10,7/24/2016 13:49,2016-07-24T13:49:00,Partner,Transfer,Neutered Male,30.53590736,-97.45918286,158.6536706,*Raffi,,
7956.0,7 months,A687085,Cat,Siamese Mix,Flame Point,2014-03-03,10/10/2014 15:09,2014-10-10T15:09:00,Partner,Transfer,Neutered Male,30.40155666,-97.70175896,31.66160714,*Winky,,
7957.0,1 year,A750738,Cat,Domestic Shorthair Mix,Black,2016-05-31,6/22/2017 14:21,2017-06-22T14:21:00,,Adoption,Neutered Male,30.52406302,-97.49462247,55.37113095,Puma,,
7958.0,11 years,A734897,Cat,Domestic Shorthair Mix,Blue/White,2005-09-15,10/8/2016 16:33,2016-10-08T16:33:00,,Adoption,Spayed Female,30.40589427,-97.36415924,577.3842262,Duke,,
7959.0,2 years,A707762,Cat,Domestic Medium Hair Mix,Orange Tabby/White,2013-07-17,10/21/2015 12:58,2015-10-21T12:58:00,Partner,Transfer,Neutered Male,30.55129345,-97.7116959,118.0771825,Cecil,,
7960.0,2 years,A690953,Dog,Chihuahua Longhair Mix,Black/Tan,2012-10-28,11/4/2014 15:14,2014-11-04T15:14:00,Partner,Transfer,Neutered Male,30.46472188,-97.60268085,105.3763889,*Mickey,,
7961.0,3 weeks,A723687,Cat,Domestic Shorthair Mix,Blue/White,2016-03-13,4/4/2016 18:48,2016-04-04T18:48:00,Partner,Transfer,Unknown,30.64993869,-97.62597888,3.254761905,,,
7962.0,4 weeks,A729119,Cat,Domestic Shorthair Mix,Black/White,2016-05-13,6/13/2016 18:13,2016-06-13T18:13:00,Medical,Euthanasia,Unknown,30.62415384,-97.38721893,4.537003968,,,
